Data Level,SCHOOL_YEAR,REPORTING_PERIOD,DISTRICT_NUMBER,DISTRICT_NAME,EMPLOYMENT_CATEGORY,GENDER,HEADCOUNT,FTE_VALUE,AVERAGE_AGE,AVERAGE_ANNUAL_SALARY_PER_FTE
District Level,2017/2018,Q4,5,Southeast Kootenay,Teacher,All,381,355.407,43,73901
District Level,2017/2018,Q4,5,Southeast Kootenay,Teacher,Male,90,87.642,43,75431
District Level,2017/2018,Q4,5,Southeast Kootenay,Teacher,Female,291,267.765,43,73438
District Level,2017/2018,Q1,6,Rocky Mountain,Administrator,All,25,25,47,117382
District Level,2017/2018,Q1,6,Rocky Mountain,Administrator,Male,14,14,48,118230
District Level,2017/2018,Q1,6,Rocky Mountain,Administrator,Female,11,11,47,116224
District Level,2017/2018,Q1,6,Rocky Mountain,Educator,All,229,216.7108,43,76319
District Level,2017/2018,Q1,6,Rocky Mountain,Educator,Male,63,59.7663,45,83583
District Level,2017/2018,Q1,6,Rocky Mountain,Educator,Female,166,156.9445,42,73600
District Level,2017/2018,Q1,6,Rocky Mountain,Teacher,All,204,191.7108,42,71466
District Level,2017/2018,Q1,6,Rocky Mountain,Teacher,Male,49,45.7663,44,73589
District Level,2017/2018,Q1,6,Rocky Mountain,Teacher,Female,155,145.9445,42,70809
District Level,2017/2018,Q4,6,Rocky Mountain,Administrator,All,24,24,47,117558
District Level,2017/2018,Q4,6,Rocky Mountain,Administrator,Male,13,13,47,118687
District Level,2017/2018,Q4,6,Rocky Mountain,Administrator,Female,11,11,48,116224
District Level,2017/2018,Q4,6,Rocky Mountain,Educator,All,233,217.2837,43,76927
District Level,2017/2018,Q4,6,Rocky Mountain,Educator,Male,64,60.8911,45,83704
District Level,2017/2018,Q4,6,Rocky Mountain,Educator,Female,169,156.3926,43,74469
District Level,2017/2018,Q4,6,Rocky Mountain,Teacher,All,209,193.2837,43,72573
District Level,2017/2018,Q4,6,Rocky Mountain,Teacher,Male,51,47.8911,45,75123
District Level,2017/2018,Q4,6,Rocky Mountain,Teacher,Female,158,145.3926,42,71783
District Level,2017/2018,Q1,8,Kootenay Lake,Administrator,All,34,34,51,104815
District Level,2017/2018,Q1,8,Kootenay Lake,Administrator,Male,16,16,50,104878
District Level,2017/2018,Q1,8,Kootenay Lake,Administrator,Female,18,18,52,104759
District Level,2017/2018,Q1,8,Kootenay Lake,Educator,All,357,330.434,45,75306
District Level,2017/2018,Q1,8,Kootenay Lake,Educator,Male,107,104.223,46,77878
District Level,2017/2018,Q1,8,Kootenay Lake,Educator,Female,250,226.211,45,74222
District Level,2017/2018,Q1,8,Kootenay Lake,Teacher,All,323,296.434,44,72389
District Level,2017/2018,Q1,8,Kootenay Lake,Teacher,Male,91,88.223,45,73378
District Level,2017/2018,Q1,8,Kootenay Lake,Teacher,Female,232,208.211,44,72006
District Level,2017/2018,Q4,8,Kootenay Lake,Administrator,All,36,36,52,103132
District Level,2017/2018,Q4,8,Kootenay Lake,Administrator,Male,19,19,51,101463
District Level,2017/2018,Q4,8,Kootenay Lake,Administrator,Female,17,17,53,104996
District Level,2017/2018,Q4,8,Kootenay Lake,Educator,All,375,346.968,45,76250
District Level,2017/2018,Q4,8,Kootenay Lake,Educator,Male,111,107.823,46,78748
District Level,2017/2018,Q4,8,Kootenay Lake,Educator,Female,264,239.145,45,75252
District Level,2017/2018,Q4,8,Kootenay Lake,Teacher,All,339,310.968,45,73613
District Level,2017/2018,Q4,8,Kootenay Lake,Teacher,Male,92,88.823,45,74252
District Level,2017/2018,Q4,8,Kootenay Lake,Teacher,Female,247,222.145,44,73386
District Level,2017/2018,Q1,10,Arrow Lakes,Administrator,All,Msk,Msk,Msk,Msk
District Level,2017/2018,Q1,10,Arrow Lakes,Administrator,Male,Msk,Msk,Msk,Msk
District Level,2017/2018,Q1,10,Arrow Lakes,Administrator,Female,Msk,Msk,Msk,Msk
District Level,2017/2018,Q1,10,Arrow Lakes,Educator,All,44,39.073,44,74929
District Level,2017/2018,Q1,10,Arrow Lakes,Educator,Male,14,12.613,42,74132
District Level,2017/2018,Q1,10,Arrow Lakes,Educator,Female,30,26.46,45,75340
District Level,2017/2018,Q1,10,Arrow Lakes,Teacher,All,38,33.073,43,71097
District Level,2017/2018,Q1,10,Arrow Lakes,Teacher,Male,10,8.613,42,71972
District Level,2017/2018,Q1,10,Arrow Lakes,Teacher,Female,28,24.46,44,70730
District Level,2017/2018,Q4,10,Arrow Lakes,Administrator,All,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,10,Arrow Lakes,Administrator,Male,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,10,Arrow Lakes,Administrator,Female,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,10,Arrow Lakes,Educator,All,44,38.93,44,78992
District Level,2017/2018,Q4,10,Arrow Lakes,Educator,Male,13,11.57,41,83975
District Level,2017/2018,Q4,10,Arrow Lakes,Educator,Female,31,27.36,46,76794
District Level,2017/2018,Q4,10,Arrow Lakes,Teacher,All,38,32.93,44,72856
District Level,2017/2018,Q4,10,Arrow Lakes,Teacher,Male,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,10,Arrow Lakes,Teacher,Female,Msk,Msk,Msk,Msk
District Level,2017/2018,Q1,19,Revelstoke,Administrator,All,Msk,Msk,Msk,Msk
District Level,2017/2018,Q1,19,Revelstoke,Administrator,Male,Msk,Msk,Msk,Msk
District Level,2017/2018,Q1,19,Revelstoke,Administrator,Female,Msk,Msk,Msk,Msk
District Level,2017/2018,Q1,19,Revelstoke,Educator,All,80,73.721,43,77028
District Level,2017/2018,Q1,19,Revelstoke,Educator,Male,21,20.228,47,85589
District Level,2017/2018,Q1,19,Revelstoke,Educator,Female,59,53.493,42,74216
District Level,2017/2018,Q1,19,Revelstoke,Teacher,All,72,65.721,43,73204
District Level,2017/2018,Q1,19,Revelstoke,Teacher,Male,16,15.228,46,75738
District Level,2017/2018,Q1,19,Revelstoke,Teacher,Female,56,50.493,42,72523
District Level,2017/2018,Q4,19,Revelstoke,Administrator,All,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,19,Revelstoke,Administrator,Male,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,19,Revelstoke,Administrator,Female,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,19,Revelstoke,Educator,All,87,78.527,44,78241
District Level,2017/2018,Q4,19,Revelstoke,Educator,Male,23,21.656,49,88676
District Level,2017/2018,Q4,19,Revelstoke,Educator,Female,64,56.871,42,74946
District Level,2017/2018,Q4,19,Revelstoke,Teacher,All,79,70.527,43,74641
District Level,2017/2018,Q4,19,Revelstoke,Teacher,Male,18,16.656,48,79471
District Level,2017/2018,Q4,19,Revelstoke,Teacher,Female,61,53.871,42,73384
District Level,2017/2018,Q1,20,Kootenay-Columbia,Administrator,All,22,22,48,115705
District Level,2017/2018,Q1,20,Kootenay-Columbia,Administrator,Male,12,12,47,113892
District Level,2017/2018,Q1,20,Kootenay-Columbia,Administrator,Female,10,10,49,117880
District Level,2017/2018,Q1,20,Kootenay-Columbia,Educator,All,264,255.616,44,76584
District Level,2017/2018,Q1,20,Kootenay-Columbia,Educator,Male,66,64.871,45,82932
District Level,2017/2018,Q1,20,Kootenay-Columbia,Educator,Female,198,190.745,44,74488
District Level,2017/2018,Q1,20,Kootenay-Columbia,Teacher,All,242,233.616,44,73113
District Level,2017/2018,Q1,20,Kootenay-Columbia,Teacher,Male,54,52.871,45,76177
District Level,2017/2018,Q1,20,Kootenay-Columbia,Teacher,Female,188,180.745,44,72240
District Level,2017/2018,Q4,20,Kootenay-Columbia,Administrator,All,23,23,48,116385
District Level,2017/2018,Q4,20,Kootenay-Columbia,Administrator,Male,13,13,46,112976
District Level,2017/2018,Q4,20,Kootenay-Columbia,Administrator,Female,10,10,50,120816
District Level,2017/2018,Q4,20,Kootenay-Columbia,Educator,All,267,257.1017,45,78288
District Level,2017/2018,Q4,20,Kootenay-Columbia,Educator,Male,65,64.0287,46,84954
District Level,2017/2018,Q4,20,Kootenay-Columbia,Educator,Female,202,193.073,44,76141
District Level,2017/2018,Q4,20,Kootenay-Columbia,Teacher,All,244,234.1017,44,74811
District Level,2017/2018,Q4,20,Kootenay-Columbia,Teacher,Male,52,51.0287,46,78208
District Level,2017/2018,Q4,20,Kootenay-Columbia,Teacher,Female,192,183.073,44,73884
District Level,2017/2018,Q1,22,Vernon,Administrator,All,44,44,48,115130
District Level,2017/2018,Q1,22,Vernon,Administrator,Male,25,25,47,116439
District Level,2017/2018,Q1,22,Vernon,Administrator,Female,19,19,50,113406
District Level,2017/2018,Q1,22,Vernon,Educator,All,606,557.4288,45,77252
District Level,2017/2018,Q1,22,Vernon,Educator,Male,187,181.4361,46,82992
District Level,2017/2018,Q1,22,Vernon,Educator,Female,419,375.9927,44,74711
District Level,2017/2018,Q1,22,Vernon,Teacher,All,562,513.4288,44,74525
District Level,2017/2018,Q1,22,Vernon,Teacher,Male,162,156.4361,46,78241
District Level,2017/2018,Q1,22,Vernon,Teacher,Female,400,356.9927,44,73021
District Level,2017/2018,Q4,22,Vernon,Administrator,All,43,43,49,115378
District Level,2017/2018,Q4,22,Vernon,Administrator,Male,24,24,47,116939
District Level,2017/2018,Q4,22,Vernon,Administrator,Female,19,19,51,113406
District Level,2017/2018,Q4,22,Vernon,Educator,All,599,543.4596,45,78536
District Level,2017/2018,Q4,22,Vernon,Educator,Male,190,183.0468,47,83992
District Level,2017/2018,Q4,22,Vernon,Educator,Female,409,360.4128,44,76006
District Level,2017/2018,Q4,22,Vernon,Teacher,All,556,500.4596,45,75913
District Level,2017/2018,Q4,22,Vernon,Teacher,Male,166,159.0468,47,79623
District Level,2017/2018,Q4,22,Vernon,Teacher,Female,390,341.4128,44,74326
District Level,2017/2018,Q1,23,Central Okanagan,Administrator,All,96,96,48,115896
District Level,2017/2018,Q1,23,Central Okanagan,Administrator,Male,58,58,47,116914
District Level,2017/2018,Q1,23,Central Okanagan,Administrator,Female,38,38,49,114341
District Level,2017/2018,Q1,23,Central Okanagan,Educator,All,1516,1439.8743,43,76689
District Level,2017/2018,Q1,23,Central Okanagan,Educator,Male,410,405.3428,45,81874
District Level,2017/2018,Q1,23,Central Okanagan,Educator,Female,1106,1034.5315,43,74766
District Level,2017/2018,Q1,23,Central Okanagan,Teacher,All,1420,1343.8743,43,74038
District Level,2017/2018,Q1,23,Central Okanagan,Teacher,Male,352,347.3428,44,76101
District Level,2017/2018,Q1,23,Central Okanagan,Teacher,Female,1068,996.5315,43,73358
District Level,2017/2018,Q4,23,Central Okanagan,Administrator,All,97,97,48,116971
District Level,2017/2018,Q4,23,Central Okanagan,Administrator,Male,57,57,48,118162
District Level,2017/2018,Q4,23,Central Okanagan,Administrator,Female,40,40,50,115275
District Level,2017/2018,Q4,23,Central Okanagan,Educator,All,1539,1458.2669,43,77925
District Level,2017/2018,Q4,23,Central Okanagan,Educator,Male,413,406.1143,45,82698
District Level,2017/2018,Q4,23,Central Okanagan,Educator,Female,1126,1052.1526,43,76174
District Level,2017/2018,Q4,23,Central Okanagan,Teacher,All,1442,1361.2669,43,75298
District Level,2017/2018,Q4,23,Central Okanagan,Teacher,Male,356,349.1143,44,77020
District Level,2017/2018,Q4,23,Central Okanagan,Teacher,Female,1086,1012.1526,43,74734
District Level,2017/2018,Q1,27,Cariboo-Chilcotin,Administrator,All,32,32,47,101557
District Level,2017/2018,Q1,27,Cariboo-Chilcotin,Administrator,Male,21,21,48,104113
District Level,2017/2018,Q1,27,Cariboo-Chilcotin,Administrator,Female,11,11,44,96679
District Level,2017/2018,Q1,27,Cariboo-Chilcotin,Educator,All,353,335.662,46,72683
District Level,2017/2018,Q1,27,Cariboo-Chilcotin,Educator,Male,105,103.803,47,79236
District Level,2017/2018,Q1,27,Cariboo-Chilcotin,Educator,Female,248,231.859,46,70173
District Level,2017/2018,Q1,27,Cariboo-Chilcotin,Teacher,All,321,303.662,46,70226
District Level,2017/2018,Q1,27,Cariboo-Chilcotin,Teacher,Male,84,82.803,47,73558
District Level,2017/2018,Q1,27,Cariboo-Chilcotin,Teacher,Female,237,220.859,46,69147
District Level,2017/2018,Q4,27,Cariboo-Chilcotin,Administrator,All,31,30.6,48,113039
District Level,2017/2018,Q4,27,Cariboo-Chilcotin,Administrator,Male,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,27,Cariboo-Chilcotin,Administrator,Female,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,27,Cariboo-Chilcotin,Educator,All,364,342.798,47,74129
District Level,2017/2018,Q4,27,Cariboo-Chilcotin,Educator,Male,111,106.749,48,81535
District Level,2017/2018,Q4,27,Cariboo-Chilcotin,Educator,Female,253,236.049,46,71331
District Level,2017/2018,Q4,27,Cariboo-Chilcotin,Teacher,All,333,312.198,47,71136
District Level,2017/2018,Q4,27,Cariboo-Chilcotin,Teacher,Male,89,85.149,47,73689
District Level,2017/2018,Q4,27,Cariboo-Chilcotin,Teacher,Female,244,227.049,47,70326
District Level,2017/2018,Q1,28,Quesnel,Administrator,All,21,21,50,122113
District Level,2017/2018,Q1,28,Quesnel,Administrator,Male,Msk,Msk,Msk,Msk
District Level,2017/2018,Q1,28,Quesnel,Administrator,Female,Msk,Msk,Msk,Msk
District Level,2017/2018,Q1,28,Quesnel,Educator,All,226,209.6614,45,77406
District Level,2017/2018,Q1,28,Quesnel,Educator,Male,55,53.3,48,84069
District Level,2017/2018,Q1,28,Quesnel,Educator,Female,171,156.3614,44,75367
District Level,2017/2018,Q1,28,Quesnel,Teacher,All,205,188.6614,45,73100
District Level,2017/2018,Q1,28,Quesnel,Teacher,Male,47,45.3,47,77979
District Level,2017/2018,Q1,28,Quesnel,Teacher,Female,158,143.3614,44,71722
District Level,2017/2018,Q4,28,Quesnel,Administrator,All,21,21,51,122752
District Level,2017/2018,Q4,28,Quesnel,Administrator,Male,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,28,Quesnel,Administrator,Female,Msk,Msk,Msk,Msk
District Level,2017/2018,Q4,28,Quesnel,Educator,All,246,224.1857,46,77594
District Level,2017/2018,Q4,28,Quesnel,Educator,Male,61,58.8429,48,83321
District Level,2017/2018,Q4,28,Quesnel,Educator,Female,185,165.3428,45,75818
District Level,2017/2018,Q4,28,Quesnel,Teacher,All,225,203.1857,46,73659
District Level,2017/2018,Q4,28,Quesnel,Teacher,Male,53,50.8429,48,77879
District Level,2017/2018,Q4,28,Quesnel,Teacher,Female,172,152.3428,45,72440
District Level,2017/2018,Q1,33,Chilliwack,Administrator,All,66,66,48,115613
District Level,2017/2018,Q1,33,Chilliwack,Administrator,Male,37,37,48,115361
District Level,2017/2018,Q1,33,Chilliwack,Administrator,Female,29,29,48,115934
District Level,2017/2018,Q1,33,Chilliwack,Educator,All,899,854.1863,43,75364
District Level,2017/2018,Q1,33,Chilliwack,Educator,Male,276,271.8225,44,79304
District Level,2017/2018,Q1,33,Chilliwack,Educator,Female,623,582.3638,43,73791
District Level,2017/2018,Q1,33,Chilliwack,Teacher,All,833,788.1863,43,72734
District Level,2017/2018,Q1,33,Chilliwack,Teacher,Male,239,234.8225,43,74363
District Level,2017/2018,Q1,33,Chilliwack,Teacher,Female,594,553.3638,43,72139
District Level,2017/2018,Q4,33,Chilliwack,Administrator,All,70,70,48,112661
District Level,2017/2018,Q4,33,Chilliwack,Administrator,Male,40,40,47,110999
District Level,2017/2018,Q4,33,Chilliwack,Administrator,Female,30,30,49,114932
District Level,2017/2018,Q4,33,Chilliwack,Educator,All,929,879.8801,44,75965
District Level,2017/2018,Q4,33,Chilliwack,Educator,Male,291,285.8725,44,79130
District Level,2017/2018,Q4,33,Chilliwack,Educator,Female,638,594.0076,43,74672
District Level,2017/2018,Q4,33,Chilliwack,Teacher,All,859,809.8801,43,73546
District Level,2017/2018,Q4,33,Chilliwack,Teacher,Male,251,245.8725,44,74655
District Level,2017/2018,Q4,33,Chilliwack,Teacher,Female,608,564.0076,43,73133
District Level,2017/2018,Q1,34,Abbotsford,Administrator,All,93,93,49,117848
District Level,2017/2018,Q1,34,Abbotsford,Administrator,Male,44,44,49,121320
District Level,2017/2018,Q1,34,Abbotsford,Administrator,Female,49,49,49,114730
District Level,2017/2018,Q1,34,Abbotsford,Educator,All,1321,1233.768,43,75491
District Level,2017/2018,Q1,34,Abbotsford,Educator,Male,375,368.514,44,79842
District Level,2017/2018,Q1,34,Abbotsford,Educator,Female,946,865.254,43,73817
District Level,2017/2018,Q1,34,Abbotsford,Teacher,All,1228,1140.768,43,72426
District Level,2017/2018,Q1,34,Abbotsford,Teacher,Male,331,324.514,43,74458
District Level,2017/2018,Q1,34,Abbotsford,Teacher,Female,897,816.254,42,71697
District Level,2017/2018,Q4,34,Abbotsford,Administrator,All,94,94,49,118044
District Level,2017/2018,Q4,34,Abbotsford,Administrator,Male,46,46,49,121449
District Level,2017/2018,Q4,34,Abbotsford,Administrator,Female,48,48,49,114780
District Level,2017/2018,Q4,34,Abbotsford,Educator,All,1354,1258.46,43,76363
District Level,2017/2018,Q4,34,Abbotsford,Educator,Male,396,388.861,44,80014
District Level,2017/2018,Q4,34,Abbotsford,Educator,Female,958,869.599,43,74860
District Level,2017/2018,Q4,34,Abbotsford,Teacher,All,1260,1164.46,43,73600
District Level,2017/2018,Q4,34,Abbotsford,Teacher,Male,350,342.861,44,75188
District Level,2017/2018,Q4,34,Abbotsford,Teacher,Female,910,821.599,43,72987
District Level,2017/2018,Q1,35,Langley,Administrator,All,97,96.2,47,116798
District Level,2017/2018,Q1,35,Langley,Administrator,Male,52,52,46,119657
District Level,2017/2018,Q1,35,Langley,Administrator,Female,45,44.2,49,113494
District Level,2017/2018,Q1,35,Langley,Educator,All,1536,1406.67,42,71983
District Level,2017/2018,Q1,35,Langley,Educator,Male,396,378.9837,43,76881
District Level,2017/2018,Q1,35,Langley,Educator,Female,1140,1027.6863,41,70301
District Level,2017/2018,Q1,35,Langley,Teacher,All,1439,1310.47,41,69453
District Level,2017/2018,Q1,35,Langley,Teacher,Male,344,326.9837,43,71483
District Level,2017/2018,Q1,35,Langley,Teacher,Female,1095,983.4863,41,68813
District Level,2017/2018,Q4,35,Langley,Administrator,All,96,97,48,116978
District Level,2017/2018,Q4,35,Langley,Administrator,Male,53,53,47,120345
District Level,2017/2018,Q4,35,Langley,Administrator,Female,43,44,49,112924
District Level,2017/2018,Q4,35,Langley,Educator,All,1551,1416.4903,42,73405
District Level,2017/2018,Q4,35,Langley,Educator,Male,402,384.5627,44,78275
District Level,2017/2018,Q4,35,Langley,Educator,Female,1149,1031.9276,42,71743
District Level,2017/2018,Q4,35,Langley,Teacher,All,1455,1319.4903,42,71006
District Level,2017/2018,Q4,35,Langley,Teacher,Male,349,331.5627,44,72966
District Level,2017/2018,Q4,35,Langley,Teacher,Female,1106,987.9276,41,70393
District Level,2017/2018,Q1,36,Surrey,Administrator,All,259,258.1,48,110299
District Level,2017/2018,Q1,36,Surrey,Administrator,Male,107,106.5,49,114062
District Level,2017/2018,Q1,36,Surrey,Administrator,Female,152,151.6,48,107751
District Level,2017/2018,Q1,36,Surrey,Educator,All,4866,4492.08,42,75425
District Level,2017/2018,Q1,36,Surrey,Educator,Male,1184,1162.27,45,79079
District Level,2017/2018,Q1,36,Surrey,Educator,Female,3682,3329.81,42,74199
District Level,2017/2018,Q1,36,Surrey,Teacher,All,4607,4233.98,42,72971
District Level,2017/2018,Q1,36,Surrey,Teacher,Male,1077,1055.77,44,74946
District Level,2017/2018,Q1,36,Surrey,Teacher,Female,3530,3178.21,41,72347
District Level,2017/2018,Q4,36,Surrey,Administrator,All,275,271.2,48,108989
District Level,2017/2018,Q4,36,Surrey,Administrator,Male,106,104,49,114960
District Level,2017/2018,Q4,36,Surrey,Administrator,Female,169,167.2,48,105288
District Level,2017/2018,Q4,36,Surrey,Educator,All,4958,4592.5709,43,76129
District Level,2017/2018,Q4,36,Surrey,Educator,Male,1200,1182.48,45,79355
District Level,2017/2018,Q4,36,Surrey,Educator,Female,3758,3410.0909,42,75055
District Level,2017/2018,Q4,36,Surrey,Teacher,All,4686,4321.3709,42,73860
District Level,2017/2018,Q4,36,Surrey,Teacher,Male,1095,1078.48,44,75445
District Level,2017/2018,Q4,36,Surrey,Teacher,Female,3591,3242.8909,42,73357
District Level,2017/2018,Q1,37,Delta,Administrator,All,80,80,50,120812
District Level,2017/2018,Q1,37,Delta,Administrator,Male,39,39,48,122653
District Level,2017/2018,Q1,37,Delta,Administrator,Female,41,41,52,119061
District Level,2017/2018,Q1,37,Delta,Educator,All,1141,1056.015,44,77643
District Level,2017/2018,Q1,37,Delta,Educator,Male,304,295.02,44,80900
District Level,2017/2018,Q1,37,Delta,Educator,Female,837,760.995,44,76460
District Level,2017/2018,Q1,37,Delta,Teacher,All,1061,976.015,43,74388
District Level,2017/2018,Q1,37,Delta,Teacher,Male,265,256.02,43,74756
District Level,2017/2018,Q1,37,Delta,Teacher,Female,796,719.995,43,74265
District Level,2017/2018,Q4,37,Delta,Administrator,All,78,77.8,50,120944
District Level,2017/2018,Q4,37,Delta,Administrator,Male,38,38,48,123033
District Level,2017/2018,Q4,37,Delta,Administrator,Female,40,39.8,52,118960
District Level,2017/2018,Q4,37,Delta,Educator,All,1149,1055.511,44,78950
District Level,2017/2018,Q4,37,Delta,Educator,Male,307,294.66,44,82172
District Level,2017/2018,Q4,37,Delta,Educator,Female,842,760.851,44,77775
District Level,2017/2018,Q4,37,Delta,Teacher,All,1071,977.711,44,75891
District Level,2017/2018,Q4,37,Delta,Teacher,Male,269,256.66,44,76400
District Level,2017/2018,Q4,37,Delta,Teacher,Female,802,721.051,43,75721
District Level,2017/2018,Q1,38,Richmond,Administrator,All,96,95,50,118768
District Level,2017/2018,Q1,38,Richmond,Administrator,Male,44,44,49,117869
District Level,2017/2018,Q1,38,Richmond,Administrator,Female,52,51,50,119639
District Level,2017/2018,Q1,38,Richmond,Educator,All,1462,1369.2006,43,77170
District Level,2017/2018,Q1,38,Richmond,Educator,Male,402,393.4438,45,79668
District Level,2017/2018,Q1,38,Richmond,Educator,Female,1060,975.7568,43,76201
District Level,2017/2018,Q1,38,Richmond,Teacher,All,1366,1274.2006,43,73958
District Level,2017/2018,Q1,38,Richmond,Teacher,Male,358,349.4438,44,74148
District Level,2017/2018,Q1,38,Richmond,Teacher,Female,1008,924.7568,43,73890
District Level,2017/2018,Q4,38,Richmond,Administrator,All,101,100,50,124060
District Level,2017/2018,Q4,38,Richmond,Administrator,Male,47,47,50,123264
District Level,2017/2018,Q4,38,Richmond,Administrator,Female,54,53,51,124808
District Level,2017/2018,Q4,38,Richmond,Educator,All,1503,1410.0657,44,78008
District Level,2017/2018,Q4,38,Richmond,Educator,Male,428,416.6728,45,79874
District Level,2017/2018,Q4,38,Richmond,Educator,Female,1075,993.3929,44,77260
District Level,2017/2018,Q4,38,Richmond,Teacher,All,1402,1310.0657,44,74567
District Level,2017/2018,Q4,38,Richmond,Teacher,Male,381,369.6728,44,74088
District Level,2017/2018,Q4,38,Richmond,Teacher,Female,1021,940.3929,44,74746
District Level,2017/2018,Q1,39,Vancouver,Administrator,All,190,190,49,117390
District Level,2017/2018,Q1,39,Vancouver,Administrator,Male,81,81,48,117233
District Level,2017/2018,Q1,39,Vancouver,Administrator,Female,109,109,50,117506
District Level,2017/2018,Q1,39,Vancouver,Educator,All,3445,3196.8011,45,78905
District Level,2017/2018,Q1,39,Vancouver,Educator,Male,922,892.0119,46,80897
District Level,2017/2018,Q1,39,Vancouver,Educator,Female,2523,2304.7892,45,78179
District Level,2017/2018,Q1,39,Vancouver,Teacher,All,3255,3006.8011,45,76679
District Level,2017/2018,Q1,39,Vancouver,Teacher,Male,841,811.0119,46,77422
District Level,2017/2018,Q1,39,Vancouver,Teacher,Female,2414,2195.7892,45,76421
District Level,2017/2018,Q4,39,Vancouver,Administrator,All,195,195,49,119245
District Level,2017/2018,Q4,39,Vancouver,Administrator,Male,84,84,49,119731
District Level,2017/2018,Q4,39,Vancouver,Administrator,Female,111,111,50,118878
District Level,2017/2018,Q4,39,Vancouver,Educator,All,3504,3224.878,45,79369
District Level,2017/2018,Q4,39,Vancouver,Educator,Male,954,918.8539,46,81026
District Level,2017/2018,Q4,39,Vancouver,Educator,Female,2550,2306.0241,45,78747
District Level,2017/2018,Q4,39,Vancouver,Teacher,All,3309,3029.878,45,77055
District Level,2017/2018,Q4,39,Vancouver,Teacher,Male,870,834.8539,46,77356
District Level,2017/2018,Q4,39,Vancouver,Teacher,Female,2439,2195.0241,45,76947
District Level,2017/2018,Q1,40,New Westminster,Administrator,All,32,32,49,119955
District Level,2017/2018,Q1,40,New Westminster,Administrator,Male,14,14,49,124124
District Level,2017/2018,Q1,40,New Westminster,Administrator,Female,18,18,50,116713
District Level,2017/2018,Q1,40,New Westminster,Educator,All,494,451.302,46,77502
District Level,2017/2018,Q1,40,New Westminster,Educator,Male,139,131.957,46,80590
District Level,2017/2018,Q1,40,New Westminster,Educator,Female,355,319.345,46,76356
District Level,2017/2018,Q1,40,New Westminster,Teacher,All,462,419.302,45,74785
District Level,2017/2018,Q1,40,New Westminster,Teacher,Male,125,117.957,45,75901
District Level,2017/2018,Q1,40,New Westminster,Teacher,Female,337,301.345,45,74393
District Level,2017/2018,Q4,40,New Westminster,Administrator,All,30,30,49,119925
District Level,2017/2018,Q4,40,New Westminster,Administrator,Male,12,12,49,122038
District Level,2017/2018,Q4,40,New Westminster,Administrator,Female,18,18,50,118516
District Level,2017/2018,Q4,40,New Westminster,Educator,All,521,471.638,46,78613
District Level,2017/2018,Q4,40,New Westminster,Educator,Male,149,140.107,46,80324
District Level,2017/2018,Q4,40,New Westminster,Educator,Female,372,331.531,46,77965
District Level,2017/2018,Q4,40,New Westminster,Teacher,All,491,441.638,46,76310
District Level,2017/2018,Q4,40,New Westminster,Teacher,Male,137,128.107,46,76848
District Level,2017/2018,Q4,40,New Westminster,Teacher,Female,354,313.531,46,76113
District Level,2017/2018,Q1,41,Burnaby,Administrator,All,85,85,50,122105
District Level,2017/2018,Q1,41,Burnaby,Administrator,Male,45,45,48,121084
District Level,2017/2018,Q1,41,Burnaby,Administrator,Female,40,40,52,123253
District Level,2017/2018,Q1,41,Burnaby,Educator,All,1825,1688.39,43,76690
District Level,2017/2018,Q1,41,Burnaby,Educator,Male,448,432.58,44,80222
District Level,2017/2018,Q1,41,Burnaby,Educator,Female,1377,1255.81,43,75532
District Level,2017/2018,Q1,41,Burnaby,Teacher,All,1740,1603.39,43,74494
District Level,2017/2018,Q1,41,Burnaby,Teacher,Male,403,387.58,44,75737
District Level,2017/2018,Q1,41,Burnaby,Teacher,Female,1337,1215.81,42,74116
District Level,2017/2018,Q4,41,Burnaby,Administrator,All,88,88,50,123678
District Level,2017/2018,Q4,41,Burnaby,Administrator,Male,45,45,49,122888
District Level,2017/2018,Q4,41,Burnaby,Administrator,Female,43,43,52,124504
District Level,2017/2018,Q4,41,Burnaby,Educator,All,1892,1744.6989,44,77834
District Level,2017/2018,Q4,41,Burnaby,Educator,Male,469,454.3,45,80517
District Level,2017/2018,Q4,41,Burnaby,Educator,Female,1423,1290.3989,44,76942
District Level,2017/2018,Q4,41,Burnaby,Teacher,All,1804,1656.6989,44,75661
District Level,2017/2018,Q4,41,Burnaby,Teacher,Male,424,409.3,44,76184
District Level,2017/2018,Q4,41,Burnaby,Teacher,Female,1380,1247.3989,43,75498
District Level,2017/2018,Q1,42,Maple Ridge-Pitt Meadows,Administrator,All,67,67,49,116045
District Level,2017/2018,Q1,42,Maple Ridge-Pitt Meadows,Administrator,Male,32,32,49,117642
District Level,2017/2018,Q1,42,Maple Ridge-Pitt Meadows,Administrator,Female,35,35,50,114584
