Data Level,SCHOOL_YEAR,REPORTING_PERIOD,DISTRICT_NUMBER,DISTRICT_NAME,EMPLOYMENT_CATEGORY,GENDER,HEADCOUNT,FTE_VALUE,AVERAGE_AGE,AVERAGE_ANNUAL_SALARY_PER_FTE
District Level,2017/2018,Q1,63,Saanich,Administrator,Male,17.0,17.0,49.0,115901.0
District Level,2017/2018,Q1,63,Saanich,Administrator,Female,22.0,22.0,50.0,113053.0
District Level,2017/2018,Q1,63,Saanich,Educator,All,523.0,479.348,44.0,75565.0
District Level,2017/2018,Q1,63,Saanich,Educator,Male,151.0,142.8415,44.0,78635.0
District Level,2017/2018,Q1,63,Saanich,Educator,Female,372.0,336.5065,43.0,74313.0
District Level,2017/2018,Q1,63,Saanich,Teacher,All,484.0,440.348,43.0,72735.0
District Level,2017/2018,Q1,63,Saanich,Teacher,Male,134.0,125.8415,43.0,74495.0
District Level,2017/2018,Q1,63,Saanich,Teacher,Female,350.0,314.5065,43.0,72052.0
District Level,2017/2018,Q4,63,Saanich,Administrator,All,39.0,39.0,50.0,118348.0
District Level,2017/2018,Q4,63,Saanich,Administrator,Male,17.0,17.0,50.0,120699.0
District Level,2017/2018,Q4,63,Saanich,Administrator,Female,22.0,22.0,50.0,116610.0
District Level,2017/2018,Q4,63,Saanich,Educator,All,549.0,504.1434,43.0,75265.0
District Level,2017/2018,Q4,63,Saanich,Educator,Male,160.0,151.9654,43.0,78174.0
District Level,2017/2018,Q4,63,Saanich,Educator,Female,389.0,352.178,43.0,74036.0
District Level,2017/2018,Q4,63,Saanich,Teacher,All,510.0,465.1434,43.0,72486.0
District Level,2017/2018,Q4,63,Saanich,Teacher,Male,143.0,134.9654,43.0,74135.0
District Level,2017/2018,Q4,63,Saanich,Teacher,Female,367.0,330.178,43.0,71816.0
District Level,2017/2018,Q1,64,Gulf Islands,Administrator,All,17.0,16.8,53.0,113899.0
District Level,2017/2018,Q1,64,Gulf Islands,Administrator,Male,,,,
District Level,2017/2018,Q1,64,Gulf Islands,Administrator,Female,,,,
District Level,2017/2018,Q1,64,Gulf Islands,Educator,All,149.0,131.7893,50.0,76885.0
District Level,2017/2018,Q1,64,Gulf Islands,Educator,Male,48.0,44.0677,48.0,77435.0
District Level,2017/2018,Q1,64,Gulf Islands,Educator,Female,101.0,87.7216,50.0,76612.0
District Level,2017/2018,Q1,64,Gulf Islands,Teacher,All,132.0,114.9893,49.0,72772.0
District Level,2017/2018,Q1,64,Gulf Islands,Teacher,Male,43.0,39.0677,48.0,73394.0
District Level,2017/2018,Q1,64,Gulf Islands,Teacher,Female,89.0,75.9216,50.0,72461.0
District Level,2017/2018,Q4,64,Gulf Islands,Administrator,All,17.0,16.8,53.0,118040.0
District Level,2017/2018,Q4,64,Gulf Islands,Administrator,Male,,,,
District Level,2017/2018,Q4,64,Gulf Islands,Administrator,Female,,,,
District Level,2017/2018,Q4,64,Gulf Islands,Educator,All,158.0,140.6221,50.0,78366.0
District Level,2017/2018,Q4,64,Gulf Islands,Educator,Male,48.0,43.8633,48.0,78725.0
District Level,2017/2018,Q4,64,Gulf Islands,Educator,Female,110.0,96.7588,50.0,78202.0
District Level,2017/2018,Q4,64,Gulf Islands,Teacher,All,141.0,123.8221,49.0,74123.0
District Level,2017/2018,Q4,64,Gulf Islands,Teacher,Male,43.0,38.8633,48.0,74553.0
District Level,2017/2018,Q4,64,Gulf Islands,Teacher,Female,98.0,84.9588,50.0,73925.0
District Level,2017/2018,Q1,67,Okanagan Skaha,Administrator,All,36.0,35.857,48.0,114567.0
District Level,2017/2018,Q1,67,Okanagan Skaha,Administrator,Male,22.0,21.857,48.0,115151.0
District Level,2017/2018,Q1,67,Okanagan Skaha,Administrator,Female,14.0,14.0,49.0,113649.0
District Level,2017/2018,Q1,67,Okanagan Skaha,Educator,All,396.0,372.382,44.0,77755.0
District Level,2017/2018,Q1,67,Okanagan Skaha,Educator,Male,132.0,129.207,45.0,81250.0
District Level,2017/2018,Q1,67,Okanagan Skaha,Educator,Female,264.0,243.175,44.0,76145.0
District Level,2017/2018,Q1,67,Okanagan Skaha,Teacher,All,360.0,336.525,44.0,74905.0
District Level,2017/2018,Q1,67,Okanagan Skaha,Teacher,Male,110.0,107.35,44.0,75765.0
District Level,2017/2018,Q1,67,Okanagan Skaha,Teacher,Female,250.0,229.175,44.0,74549.0
District Level,2017/2018,Q4,67,Okanagan Skaha,Administrator,All,38.0,37.857,49.0,115257.0
District Level,2017/2018,Q4,67,Okanagan Skaha,Administrator,Male,23.0,22.857,48.0,115761.0
District Level,2017/2018,Q4,67,Okanagan Skaha,Administrator,Female,15.0,15.0,49.0,114484.0
District Level,2017/2018,Q4,67,Okanagan Skaha,Educator,All,408.0,387.243,45.0,79280.0
District Level,2017/2018,Q4,67,Okanagan Skaha,Educator,Male,136.0,133.408,45.0,82540.0
District Level,2017/2018,Q4,67,Okanagan Skaha,Educator,Female,272.0,253.835,45.0,77814.0
District Level,2017/2018,Q4,67,Okanagan Skaha,Teacher,All,370.0,349.386,45.0,76438.0
District Level,2017/2018,Q4,67,Okanagan Skaha,Teacher,Male,113.0,110.551,45.0,77003.0
District Level,2017/2018,Q4,67,Okanagan Skaha,Teacher,Female,257.0,238.835,45.0,76210.0
District Level,2017/2018,Q1,68,Nanaimo-Ladysmith,Administrator,All,66.0,66.0,49.0,115922.0
District Level,2017/2018,Q1,68,Nanaimo-Ladysmith,Administrator,Male,30.0,30.0,48.0,119353.0
District Level,2017/2018,Q1,68,Nanaimo-Ladysmith,Administrator,Female,36.0,36.0,49.0,113062.0
District Level,2017/2018,Q1,68,Nanaimo-Ladysmith,Educator,All,929.0,861.113,45.0,76414.0
District Level,2017/2018,Q1,68,Nanaimo-Ladysmith,Educator,Male,273.0,259.854,46.0,79032.0
District Level,2017/2018,Q1,68,Nanaimo-Ladysmith,Educator,Female,656.0,601.259,45.0,75344.0
District Level,2017/2018,Q1,68,Nanaimo-Ladysmith,Teacher,All,863.0,795.113,45.0,73622.0
District Level,2017/2018,Q1,68,Nanaimo-Ladysmith,Teacher,Male,243.0,229.854,45.0,74380.0
District Level,2017/2018,Q1,68,Nanaimo-Ladysmith,Teacher,Female,620.0,565.259,44.0,73330.0
District Level,2017/2018,Q4,68,Nanaimo-Ladysmith,Administrator,All,66.0,66.0,49.0,118961.0
District Level,2017/2018,Q4,68,Nanaimo-Ladysmith,Administrator,Male,32.0,32.0,48.0,121884.0
District Level,2017/2018,Q4,68,Nanaimo-Ladysmith,Administrator,Female,34.0,34.0,50.0,116210.0
District Level,2017/2018,Q4,68,Nanaimo-Ladysmith,Educator,All,1000.0,918.836,45.0,76488.0
District Level,2017/2018,Q4,68,Nanaimo-Ladysmith,Educator,Male,291.0,279.277,45.0,79397.0
District Level,2017/2018,Q4,68,Nanaimo-Ladysmith,Educator,Female,709.0,639.559,44.0,75356.0
District Level,2017/2018,Q4,68,Nanaimo-Ladysmith,Teacher,All,934.0,852.836,44.0,73866.0
District Level,2017/2018,Q4,68,Nanaimo-Ladysmith,Teacher,Male,259.0,247.277,45.0,74643.0
District Level,2017/2018,Q4,68,Nanaimo-Ladysmith,Teacher,Female,675.0,605.559,44.0,73582.0
District Level,2017/2018,Q1,69,Qualicum,Administrator,All,24.0,24.0,51.0,113672.0
District Level,2017/2018,Q1,69,Qualicum,Administrator,Male,,,,
District Level,2017/2018,Q1,69,Qualicum,Administrator,Female,,,,
District Level,2017/2018,Q1,69,Qualicum,Educator,All,306.0,284.124,46.0,76329.0
District Level,2017/2018,Q1,69,Qualicum,Educator,Male,93.0,90.754,46.0,79044.0
District Level,2017/2018,Q1,69,Qualicum,Educator,Female,213.0,193.37,45.0,75085.0
District Level,2017/2018,Q1,69,Qualicum,Teacher,All,282.0,260.124,45.0,73247.0
District Level,2017/2018,Q1,69,Qualicum,Teacher,Male,85.0,82.754,46.0,74944.0
District Level,2017/2018,Q1,69,Qualicum,Teacher,Female,197.0,177.37,45.0,72484.0
District Level,2017/2018,Q4,69,Qualicum,Administrator,All,27.0,27.0,51.0,115789.0
District Level,2017/2018,Q4,69,Qualicum,Administrator,Male,,,,
District Level,2017/2018,Q4,69,Qualicum,Administrator,Female,,,,
District Level,2017/2018,Q4,69,Qualicum,Educator,All,317.0,293.353,46.0,77619.0
District Level,2017/2018,Q4,69,Qualicum,Educator,Male,95.0,91.838,46.0,79676.0
District Level,2017/2018,Q4,69,Qualicum,Educator,Female,222.0,201.515,46.0,76736.0
District Level,2017/2018,Q4,69,Qualicum,Teacher,All,290.0,266.353,45.0,74094.0
District Level,2017/2018,Q4,69,Qualicum,Teacher,Male,86.0,82.838,45.0,75033.0
District Level,2017/2018,Q4,69,Qualicum,Teacher,Female,204.0,183.515,45.0,73698.0
District Level,2017/2018,Q1,70,Pacific Rim,Administrator,All,28.0,28.0,46.0,113268.0
District Level,2017/2018,Q1,70,Pacific Rim,Administrator,Male,16.0,16.0,46.0,116772.0
District Level,2017/2018,Q1,70,Pacific Rim,Administrator,Female,12.0,12.0,46.0,108596.0
District Level,2017/2018,Q1,70,Pacific Rim,Educator,All,275.0,263.7333,44.0,75933.0
District Level,2017/2018,Q1,70,Pacific Rim,Educator,Male,82.0,80.4514,45.0,80596.0
District Level,2017/2018,Q1,70,Pacific Rim,Educator,Female,193.0,183.2819,43.0,73990.0
District Level,2017/2018,Q1,70,Pacific Rim,Teacher,All,247.0,235.7333,44.0,71927.0
District Level,2017/2018,Q1,70,Pacific Rim,Teacher,Male,66.0,64.4514,45.0,72207.0
District Level,2017/2018,Q1,70,Pacific Rim,Teacher,Female,181.0,171.2819,43.0,71827.0
District Level,2017/2018,Q4,70,Pacific Rim,Administrator,All,28.0,28.0,47.0,113268.0
District Level,2017/2018,Q4,70,Pacific Rim,Administrator,Male,15.0,15.0,47.0,117362.0
District Level,2017/2018,Q4,70,Pacific Rim,Administrator,Female,13.0,13.0,47.0,108544.0
District Level,2017/2018,Q4,70,Pacific Rim,Educator,All,276.0,264.7955,44.0,77642.0
District Level,2017/2018,Q4,70,Pacific Rim,Educator,Male,80.0,78.6776,46.0,81872.0
District Level,2017/2018,Q4,70,Pacific Rim,Educator,Female,196.0,186.1179,44.0,75938.0
District Level,2017/2018,Q4,70,Pacific Rim,Teacher,All,248.0,236.7955,44.0,73820.0
District Level,2017/2018,Q4,70,Pacific Rim,Teacher,Male,65.0,63.6776,46.0,74043.0
District Level,2017/2018,Q4,70,Pacific Rim,Teacher,Female,183.0,173.1179,44.0,73741.0
District Level,2017/2018,Q1,71,Comox Valley,Administrator,All,51.0,51.0,51.0,113772.0
District Level,2017/2018,Q1,71,Comox Valley,Administrator,Male,30.0,30.0,50.0,117444.0
District Level,2017/2018,Q1,71,Comox Valley,Administrator,Female,21.0,21.0,52.0,108526.0
District Level,2017/2018,Q1,71,Comox Valley,Educator,All,564.0,514.2438,47.0,77858.0
District Level,2017/2018,Q1,71,Comox Valley,Educator,Male,168.0,163.1353,48.0,83424.0
District Level,2017/2018,Q1,71,Comox Valley,Educator,Female,396.0,351.1085,46.0,75519.0
District Level,2017/2018,Q1,71,Comox Valley,Teacher,All,513.0,463.2438,46.0,74382.0
District Level,2017/2018,Q1,71,Comox Valley,Teacher,Male,138.0,133.1353,47.0,76185.0
District Level,2017/2018,Q1,71,Comox Valley,Teacher,Female,375.0,330.1085,46.0,73724.0
District Level,2017/2018,Q4,71,Comox Valley,Administrator,All,49.0,49.0,51.0,114693.0
District Level,2017/2018,Q4,71,Comox Valley,Administrator,Male,27.0,27.0,50.0,118619.0
District Level,2017/2018,Q4,71,Comox Valley,Administrator,Female,22.0,22.0,52.0,109874.0
District Level,2017/2018,Q4,71,Comox Valley,Educator,All,605.0,538.6487,47.0,78556.0
District Level,2017/2018,Q4,71,Comox Valley,Educator,Male,172.0,163.3567,48.0,83280.0
District Level,2017/2018,Q4,71,Comox Valley,Educator,Female,433.0,375.292,46.0,76713.0
District Level,2017/2018,Q4,71,Comox Valley,Teacher,All,556.0,489.6487,46.0,75455.0
District Level,2017/2018,Q4,71,Comox Valley,Teacher,Male,145.0,136.3567,47.0,76789.0
District Level,2017/2018,Q4,71,Comox Valley,Teacher,Female,411.0,353.292,46.0,74993.0
District Level,2017/2018,Q1,72,Campbell River,Administrator,All,33.0,33.0,51.0,114909.0
District Level,2017/2018,Q1,72,Campbell River,Administrator,Male,14.0,14.0,52.0,118780.0
District Level,2017/2018,Q1,72,Campbell River,Administrator,Female,19.0,19.0,50.0,112057.0
District Level,2017/2018,Q1,72,Campbell River,Educator,All,385.0,350.279,44.0,75069.0
District Level,2017/2018,Q1,72,Campbell River,Educator,Male,98.0,92.563,44.0,81032.0
District Level,2017/2018,Q1,72,Campbell River,Educator,Female,287.0,257.716,44.0,73033.0
District Level,2017/2018,Q1,72,Campbell River,Teacher,All,352.0,317.279,43.0,71334.0
District Level,2017/2018,Q1,72,Campbell River,Teacher,Male,84.0,78.563,43.0,74740.0
District Level,2017/2018,Q1,72,Campbell River,Teacher,Female,268.0,238.716,44.0,70267.0
District Level,2017/2018,Q4,72,Campbell River,Administrator,All,36.0,36.0,51.0,111293.0
District Level,2017/2018,Q4,72,Campbell River,Administrator,Male,15.0,15.0,53.0,119266.0
District Level,2017/2018,Q4,72,Campbell River,Administrator,Female,21.0,21.0,50.0,105598.0
District Level,2017/2018,Q4,72,Campbell River,Educator,All,395.0,362.106,45.0,76240.0
District Level,2017/2018,Q4,72,Campbell River,Educator,Male,106.0,99.793,45.0,81508.0
District Level,2017/2018,Q4,72,Campbell River,Educator,Female,289.0,262.313,44.0,74321.0
District Level,2017/2018,Q4,72,Campbell River,Teacher,All,361.0,326.106,44.0,72745.0
District Level,2017/2018,Q4,72,Campbell River,Teacher,Male,91.0,84.793,44.0,75284.0
District Level,2017/2018,Q4,72,Campbell River,Teacher,Female,270.0,241.313,44.0,71889.0
District Level,2017/2018,Q1,73,Kamloops-Thompson,Administrator,All,82.0,83.0,50.0,113023.0
District Level,2017/2018,Q1,73,Kamloops-Thompson,Administrator,Male,43.0,43.0,49.0,116001.0
District Level,2017/2018,Q1,73,Kamloops-Thompson,Administrator,Female,39.0,40.0,50.0,109979.0
District Level,2017/2018,Q1,73,Kamloops-Thompson,Educator,All,988.0,930.2465,44.0,79416.0
District Level,2017/2018,Q1,73,Kamloops-Thompson,Educator,Male,267.0,258.6297,45.0,83457.0
District Level,2017/2018,Q1,73,Kamloops-Thompson,Educator,Female,721.0,671.6168,44.0,77908.0
District Level,2017/2018,Q1,73,Kamloops-Thompson,Teacher,All,906.0,847.2465,44.0,76210.0
District Level,2017/2018,Q1,73,Kamloops-Thompson,Teacher,Male,224.0,215.6297,44.0,77166.0
District Level,2017/2018,Q1,73,Kamloops-Thompson,Teacher,Female,682.0,631.6168,43.0,75892.0
District Level,2017/2018,Q4,73,Kamloops-Thompson,Administrator,All,86.0,86.0,50.0,117022.0
District Level,2017/2018,Q4,73,Kamloops-Thompson,Administrator,Male,47.0,47.0,50.0,117758.0
District Level,2017/2018,Q4,73,Kamloops-Thompson,Administrator,Female,39.0,39.0,51.0,116146.0
District Level,2017/2018,Q4,73,Kamloops-Thompson,Educator,All,1009.0,949.8331,44.0,80554.0
District Level,2017/2018,Q4,73,Kamloops-Thompson,Educator,Male,281.0,274.3487,45.0,84160.0
District Level,2017/2018,Q4,73,Kamloops-Thompson,Educator,Female,728.0,675.4844,44.0,79138.0
District Level,2017/2018,Q4,73,Kamloops-Thompson,Teacher,All,923.0,863.8331,44.0,77189.0
District Level,2017/2018,Q4,73,Kamloops-Thompson,Teacher,Male,234.0,227.3487,44.0,77624.0
District Level,2017/2018,Q4,73,Kamloops-Thompson,Teacher,Female,689.0,636.4844,44.0,77038.0
District Level,2017/2018,Q1,74,Gold Trail,Administrator,All,15.0,14.6,47.0,117608.0
District Level,2017/2018,Q1,74,Gold Trail,Administrator,Male,,,,
District Level,2017/2018,Q1,74,Gold Trail,Administrator,Female,,,,
District Level,2017/2018,Q1,74,Gold Trail,Educator,All,99.0,97.0,44.0,77386.0
District Level,2017/2018,Q1,74,Gold Trail,Educator,Male,28.0,28.0,42.0,73308.0
District Level,2017/2018,Q1,74,Gold Trail,Educator,Female,71.0,69.0,45.0,78972.0
District Level,2017/2018,Q1,74,Gold Trail,Teacher,All,84.0,82.4,43.0,70288.0
District Level,2017/2018,Q1,74,Gold Trail,Teacher,Male,26.0,26.0,42.0,70114.0
District Level,2017/2018,Q1,74,Gold Trail,Teacher,Female,58.0,56.4,43.0,70365.0
District Level,2017/2018,Q4,74,Gold Trail,Administrator,All,15.0,15.0,48.0,117608.0
District Level,2017/2018,Q4,74,Gold Trail,Administrator,Male,,,,
District Level,2017/2018,Q4,74,Gold Trail,Administrator,Female,,,,
District Level,2017/2018,Q4,74,Gold Trail,Educator,All,101.0,100.0,45.0,77825.0
District Level,2017/2018,Q4,74,Gold Trail,Educator,Male,30.0,30.0,44.0,74092.0
District Level,2017/2018,Q4,74,Gold Trail,Educator,Female,71.0,70.0,45.0,79360.0
District Level,2017/2018,Q4,74,Gold Trail,Teacher,All,86.0,85.0,44.0,71044.0
District Level,2017/2018,Q4,74,Gold Trail,Teacher,Male,28.0,28.0,44.0,71183.0
District Level,2017/2018,Q4,74,Gold Trail,Teacher,Female,58.0,57.0,44.0,70980.0
District Level,2017/2018,Q1,75,Mission,Administrator,All,35.0,35.0,48.0,112214.0
District Level,2017/2018,Q1,75,Mission,Administrator,Male,16.0,16.0,46.0,117680.0
District Level,2017/2018,Q1,75,Mission,Administrator,Female,19.0,19.0,50.0,107963.0
District Level,2017/2018,Q1,75,Mission,Educator,All,444.0,422.8552,45.0,75563.0
District Level,2017/2018,Q1,75,Mission,Educator,Male,126.0,123.2652,46.0,80290.0
District Level,2017/2018,Q1,75,Mission,Educator,Female,318.0,299.59,44.0,73680.0
District Level,2017/2018,Q1,75,Mission,Teacher,All,409.0,387.8552,45.0,71627.0
District Level,2017/2018,Q1,75,Mission,Teacher,Male,110.0,107.2652,46.0,73747.0
District Level,2017/2018,Q1,75,Mission,Teacher,Female,299.0,280.59,44.0,70849.0
District Level,2017/2018,Q4,75,Mission,Administrator,All,39.0,39.0,47.0,111521.0
District Level,2017/2018,Q4,75,Mission,Administrator,Male,17.0,17.0,46.0,118490.0
District Level,2017/2018,Q4,75,Mission,Administrator,Female,22.0,22.0,48.0,106947.0
District Level,2017/2018,Q4,75,Mission,Educator,All,463.0,433.7832,46.0,77442.0
District Level,2017/2018,Q4,75,Mission,Educator,Male,135.0,131.1802,47.0,81668.0
District Level,2017/2018,Q4,75,Mission,Educator,Female,328.0,302.603,45.0,75722.0
District Level,2017/2018,Q4,75,Mission,Teacher,All,424.0,394.7832,46.0,73591.0
District Level,2017/2018,Q4,75,Mission,Teacher,Male,118.0,114.1802,47.0,75720.0
District Level,2017/2018,Q4,75,Mission,Teacher,Female,306.0,280.603,45.0,72775.0
District Level,2017/2018,Q1,78,Fraser-Cascade,Administrator,All,16.0,16.0,54.0,116221.0
District Level,2017/2018,Q1,78,Fraser-Cascade,Administrator,Male,,,,
District Level,2017/2018,Q1,78,Fraser-Cascade,Administrator,Female,,,,
District Level,2017/2018,Q1,78,Fraser-Cascade,Educator,All,126.0,124.6834,45.0,77755.0
District Level,2017/2018,Q1,78,Fraser-Cascade,Educator,Male,44.0,44.0,45.0,80374.0
District Level,2017/2018,Q1,78,Fraser-Cascade,Educator,Female,82.0,80.6834,45.0,76307.0
District Level,2017/2018,Q1,78,Fraser-Cascade,Teacher,All,110.0,108.6834,44.0,72068.0
District Level,2017/2018,Q1,78,Fraser-Cascade,Teacher,Male,37.0,37.0,44.0,73670.0
District Level,2017/2018,Q1,78,Fraser-Cascade,Teacher,Female,73.0,71.6834,43.0,71247.0
District Level,2017/2018,Q4,78,Fraser-Cascade,Administrator,All,16.0,16.0,54.0,118496.0
District Level,2017/2018,Q4,78,Fraser-Cascade,Administrator,Male,,,,
District Level,2017/2018,Q4,78,Fraser-Cascade,Administrator,Female,,,,
District Level,2017/2018,Q4,78,Fraser-Cascade,Educator,All,136.0,131.641,46.0,78343.0
District Level,2017/2018,Q4,78,Fraser-Cascade,Educator,Male,53.0,51.0096,46.0,79405.0
District Level,2017/2018,Q4,78,Fraser-Cascade,Educator,Female,83.0,80.6314,46.0,77638.0
District Level,2017/2018,Q4,78,Fraser-Cascade,Teacher,All,120.0,115.641,45.0,72925.0
District Level,2017/2018,Q4,78,Fraser-Cascade,Teacher,Male,46.0,44.0096,45.0,73528.0
District Level,2017/2018,Q4,78,Fraser-Cascade,Teacher,Female,74.0,71.6314,44.0,72541.0
District Level,2017/2018,Q1,79,Cowichan Valley,Administrator,All,47.0,47.0,48.0,115801.0
District Level,2017/2018,Q1,79,Cowichan Valley,Administrator,Male,20.0,20.0,49.0,117941.0
District Level,2017/2018,Q1,79,Cowichan Valley,Administrator,Female,27.0,27.0,47.0,114215.0
District Level,2017/2018,Q1,79,Cowichan Valley,Educator,All,582.0,539.564,46.0,76803.0
District Level,2017/2018,Q1,79,Cowichan Valley,Educator,Male,151.0,143.908,47.0,81402.0
District Level,2017/2018,Q1,79,Cowichan Valley,Educator,Female,431.0,395.656,45.0,75216.0
District Level,2017/2018,Q1,79,Cowichan Valley,Teacher,All,535.0,492.564,46.0,73513.0
District Level,2017/2018,Q1,79,Cowichan Valley,Teacher,Male,131.0,123.908,47.0,75988.0
District Level,2017/2018,Q1,79,Cowichan Valley,Teacher,Female,404.0,368.656,45.0,72721.0
District Level,2017/2018,Q4,79,Cowichan Valley,Administrator,All,48.0,48.0,48.0,118340.0
District Level,2017/2018,Q4,79,Cowichan Valley,Administrator,Male,19.0,19.0,49.0,120543.0
District Level,2017/2018,Q4,79,Cowichan Valley,Administrator,Female,29.0,29.0,48.0,116896.0
District Level,2017/2018,Q4,79,Cowichan Valley,Educator,All,597.0,550.512,46.0,77707.0
District Level,2017/2018,Q4,79,Cowichan Valley,Educator,Male,160.0,151.037,46.0,80328.0
District Level,2017/2018,Q4,79,Cowichan Valley,Educator,Female,437.0,399.475,46.0,76761.0
District Level,2017/2018,Q4,79,Cowichan Valley,Teacher,All,549.0,502.512,46.0,74356.0
District Level,2017/2018,Q4,79,Cowichan Valley,Teacher,Male,141.0,132.037,46.0,75165.0
District Level,2017/2018,Q4,79,Cowichan Valley,Teacher,Female,408.0,370.475,46.0,74079.0
District Level,2017/2018,Q1,81,Fort Nelson,Administrator,All,,,,
District Level,2017/2018,Q1,81,Fort Nelson,Administrator,Male,,,,
District Level,2017/2018,Q1,81,Fort Nelson,Administrator,Female,,,,
District Level,2017/2018,Q1,81,Fort Nelson,Educator,All,58.0,55.979,43.0,77590.0
District Level,2017/2018,Q1,81,Fort Nelson,Educator,Male,16.0,14.9874,43.0,80595.0
District Level,2017/2018,Q1,81,Fort Nelson,Educator,Female,42.0,40.9916,43.0,76607.0
District Level,2017/2018,Q1,81,Fort Nelson,Teacher,All,50.0,47.979,43.0,72294.0
District Level,2017/2018,Q1,81,Fort Nelson,Teacher,Male,14.0,12.9874,44.0,76469.0
District Level,2017/2018,Q1,81,Fort Nelson,Teacher,Female,36.0,34.9916,42.0,70933.0
District Level,2017/2018,Q4,81,Fort Nelson,Administrator,All,,,,
District Level,2017/2018,Q4,81,Fort Nelson,Administrator,Male,,,,
District Level,2017/2018,Q4,81,Fort Nelson,Administrator,Female,,,,
District Level,2017/2018,Q4,81,Fort Nelson,Educator,All,60.0,58.569,43.0,79144.0
District Level,2017/2018,Q4,81,Fort Nelson,Educator,Male,15.0,13.9874,43.0,82700.0
District Level,2017/2018,Q4,81,Fort Nelson,Educator,Female,45.0,44.5816,44.0,78128.0
District Level,2017/2018,Q4,81,Fort Nelson,Teacher,All,52.0,50.569,43.0,74338.0
District Level,2017/2018,Q4,81,Fort Nelson,Teacher,Male,13.0,11.9874,43.0,78581.0
District Level,2017/2018,Q4,81,Fort Nelson,Teacher,Female,39.0,38.5816,42.0,73150.0
District Level,2017/2018,Q1,82,Coast Mountains,Administrator,All,31.0,31.0,49.0,113617.0
District Level,2017/2018,Q1,82,Coast Mountains,Administrator,Male,12.0,12.0,51.0,111753.0
District Level,2017/2018,Q1,82,Coast Mountains,Administrator,Female,19.0,19.0,49.0,114794.0
District Level,2017/2018,Q1,82,Coast Mountains,Educator,All,325.0,306.291,47.0,76513.0
District Level,2017/2018,Q1,82,Coast Mountains,Educator,Male,89.0,85.407,48.0,79178.0
District Level,2017/2018,Q1,82,Coast Mountains,Educator,Female,236.0,220.884,47.0,75551.0
District Level,2017/2018,Q1,82,Coast Mountains,Teacher,All,294.0,275.291,47.0,72873.0
District Level,2017/2018,Q1,82,Coast Mountains,Teacher,Male,77.0,73.407,48.0,74292.0
District Level,2017/2018,Q1,82,Coast Mountains,Teacher,Female,217.0,201.884,47.0,72392.0
District Level,2017/2018,Q4,82,Coast Mountains,Administrator,All,31.0,31.0,51.0,115083.0
District Level,2017/2018,Q4,82,Coast Mountains,Administrator,Male,13.0,13.0,53.0,112603.0
District Level,2017/2018,Q4,82,Coast Mountains,Administrator,Female,18.0,18.0,49.0,116874.0
District Level,2017/2018,Q4,82,Coast Mountains,Educator,All,329.0,311.85,48.0,77958.0
District Level,2017/2018,Q4,82,Coast Mountains,Educator,Male,92.0,88.521,49.0,81432.0
District Level,2017/2018,Q4,82,Coast Mountains,Educator,Female,237.0,223.329,48.0,76688.0
District Level,2017/2018,Q4,82,Coast Mountains,Teacher,All,298.0,280.85,48.0,74406.0
District Level,2017/2018,Q4,82,Coast Mountains,Teacher,Male,79.0,75.521,49.0,76490.0
District Level,2017/2018,Q4,82,Coast Mountains,Teacher,Female,219.0,205.329,48.0,73699.0
District Level,2017/2018,Q1,83,North Okanagan-Shuswap,Administrator,All,39.0,39.2,49.0,113854.0
District Level,2017/2018,Q1,83,North Okanagan-Shuswap,Administrator,Male,21.0,20.6,48.0,118331.0
District Level,2017/2018,Q1,83,North Okanagan-Shuswap,Administrator,Female,18.0,18.6,50.0,108704.0
District Level,2017/2018,Q1,83,North Okanagan-Shuswap,Educator,All,458.0,421.4,46.0,77003.0
District Level,2017/2018,Q1,83,North Okanagan-Shuswap,Educator,Male,144.0,139.992,47.0,81274.0
District Level,2017/2018,Q1,83,North Okanagan-Shuswap,Educator,Female,314.0,281.408,45.0,75022.0
District Level,2017/2018,Q1,83,North Okanagan-Shuswap,Teacher,All,419.0,382.2,45.0,73853.0
District Level,2017/2018,Q1,83,North Okanagan-Shuswap,Teacher,Male,123.0,119.392,47.0,75592.0
District Level,2017/2018,Q1,83,North Okanagan-Shuswap,Teacher,Female,296.0,262.808,45.0,73114.0
District Level,2017/2018,Q4,83,North Okanagan-Shuswap,Administrator,All,39.0,38.7429,49.0,116117.0
District Level,2017/2018,Q4,83,North Okanagan-Shuswap,Administrator,Male,20.0,19.7429,48.0,118725.0
District Level,2017/2018,Q4,83,North Okanagan-Shuswap,Administrator,Female,19.0,19.0,50.0,113628.0
District Level,2017/2018,Q4,83,North Okanagan-Shuswap,Educator,All,488.0,445.9819,46.0,76774.0
District Level,2017/2018,Q4,83,North Okanagan-Shuswap,Educator,Male,151.0,146.3989,47.0,80189.0
District Level,2017/2018,Q4,83,North Okanagan-Shuswap,Educator,Female,337.0,299.583,45.0,75293.0
District Level,2017/2018,Q4,83,North Okanagan-Shuswap,Teacher,All,449.0,407.239,45.0,73882.0
District Level,2017/2018,Q4,83,North Okanagan-Shuswap,Teacher,Male,131.0,126.656,47.0,75400.0
District Level,2017/2018,Q4,83,North Okanagan-Shuswap,Teacher,Female,318.0,280.583,45.0,73265.0
District Level,2017/2018,Q1,84,Vancouver Island West,Administrator,All,12.0,12.0,49.0,115740.0
District Level,2017/2018,Q1,84,Vancouver Island West,Administrator,Male,,,,
