Data Level,SCHOOL_YEAR,REPORTING_PERIOD,DISTRICT_NUMBER,DISTRICT_NAME,EMPLOYMENT_CATEGORY,GENDER,HEADCOUNT,FTE_VALUE,AVERAGE_AGE,AVERAGE_ANNUAL_SALARY_PER_FTE
District Level,2015/2016,Q1,39,Vancouver,Educator,Male,912.0,880.3359,46.0,79039.0
District Level,2015/2016,Q1,39,Vancouver,Educator,Female,2493.0,2246.2112,46.0,77145.0
District Level,2015/2016,Q1,39,Vancouver,Teacher,All,3206.0,2927.5471,45.0,75772.0
District Level,2015/2016,Q1,39,Vancouver,Teacher,Male,830.0,798.3359,46.0,76080.0
District Level,2015/2016,Q1,39,Vancouver,Teacher,Female,2376.0,2129.2112,45.0,75664.0
District Level,2015/2016,Q4,39,Vancouver,Administrator,All,199.0,199.0,51.0,113048.0
District Level,2015/2016,Q4,39,Vancouver,Administrator,Male,84.0,84.0,51.0,115118.0
District Level,2015/2016,Q4,39,Vancouver,Administrator,Female,115.0,115.0,51.0,111536.0
District Level,2015/2016,Q4,39,Vancouver,Educator,All,3438.0,3143.3462,46.0,77703.0
District Level,2015/2016,Q4,39,Vancouver,Educator,Male,924.0,892.3745,47.0,79307.0
District Level,2015/2016,Q4,39,Vancouver,Educator,Female,2514.0,2250.9717,46.0,77108.0
District Level,2015/2016,Q4,39,Vancouver,Teacher,All,3239.0,2944.3462,46.0,75591.0
District Level,2015/2016,Q4,39,Vancouver,Teacher,Male,840.0,808.3745,46.0,75853.0
District Level,2015/2016,Q4,39,Vancouver,Teacher,Female,2399.0,2135.9717,46.0,75497.0
District Level,2015/2016,Q1,40,New Westminster,Administrator,All,31.0,31.0,50.0,108315.0
District Level,2015/2016,Q1,40,New Westminster,Administrator,Male,13.0,13.0,50.0,113648.0
District Level,2015/2016,Q1,40,New Westminster,Administrator,Female,18.0,18.0,51.0,104464.0
District Level,2015/2016,Q1,40,New Westminster,Educator,All,475.0,415.63,45.0,75700.0
District Level,2015/2016,Q1,40,New Westminster,Educator,Male,128.0,118.721,46.0,77560.0
District Level,2015/2016,Q1,40,New Westminster,Educator,Female,347.0,296.909,45.0,75037.0
District Level,2015/2016,Q1,40,New Westminster,Teacher,All,444.0,384.63,45.0,73589.0
District Level,2015/2016,Q1,40,New Westminster,Teacher,Male,115.0,105.721,45.0,73683.0
District Level,2015/2016,Q1,40,New Westminster,Teacher,Female,329.0,278.909,45.0,73558.0
District Level,2015/2016,Q4,40,New Westminster,Administrator,All,31.0,31.0,51.0,110014.0
District Level,2015/2016,Q4,40,New Westminster,Administrator,Male,11.0,11.0,49.0,113514.0
District Level,2015/2016,Q4,40,New Westminster,Administrator,Female,20.0,20.0,51.0,108089.0
District Level,2015/2016,Q4,40,New Westminster,Educator,All,494.0,435.509,46.0,75649.0
District Level,2015/2016,Q4,40,New Westminster,Educator,Male,131.0,122.414,46.0,77518.0
District Level,2015/2016,Q4,40,New Westminster,Educator,Female,363.0,313.095,46.0,75026.0
District Level,2015/2016,Q4,40,New Westminster,Teacher,All,463.0,404.509,46.0,73589.0
District Level,2015/2016,Q4,40,New Westminster,Teacher,Male,120.0,111.414,46.0,74375.0
District Level,2015/2016,Q4,40,New Westminster,Teacher,Female,343.0,293.095,46.0,73335.0
District Level,2015/2016,Q1,41,Burnaby,Administrator,All,86.0,86.0,50.0,108518.0
District Level,2015/2016,Q1,41,Burnaby,Administrator,Male,43.0,43.0,47.0,108807.0
District Level,2015/2016,Q1,41,Burnaby,Administrator,Female,43.0,43.0,53.0,108228.0
District Level,2015/2016,Q1,41,Burnaby,Educator,All,1723.0,1581.31,44.0,75761.0
District Level,2015/2016,Q1,41,Burnaby,Educator,Male,410.0,397.01,45.0,79118.0
District Level,2015/2016,Q1,41,Burnaby,Educator,Female,1313.0,1184.3,43.0,74711.0
District Level,2015/2016,Q1,41,Burnaby,Teacher,All,1637.0,1495.31,43.0,74055.0
District Level,2015/2016,Q1,41,Burnaby,Teacher,Male,367.0,354.01,45.0,75677.0
District Level,2015/2016,Q1,41,Burnaby,Teacher,Female,1270.0,1141.3,43.0,73586.0
District Level,2015/2016,Q4,41,Burnaby,Administrator,All,85.0,85.0,50.0,111503.0
District Level,2015/2016,Q4,41,Burnaby,Administrator,Male,42.0,42.0,47.0,110794.0
District Level,2015/2016,Q4,41,Burnaby,Administrator,Female,43.0,43.0,53.0,112195.0
District Level,2015/2016,Q4,41,Burnaby,Educator,All,1764.0,1628.375,44.0,75895.0
District Level,2015/2016,Q4,41,Burnaby,Educator,Male,434.0,420.58,45.0,78325.0
District Level,2015/2016,Q4,41,Burnaby,Educator,Female,1330.0,1207.795,44.0,75100.0
District Level,2015/2016,Q4,41,Burnaby,Teacher,All,1679.0,1543.375,44.0,74120.0
District Level,2015/2016,Q4,41,Burnaby,Teacher,Male,392.0,378.58,45.0,74907.0
District Level,2015/2016,Q4,41,Burnaby,Teacher,Female,1287.0,1164.795,43.0,73879.0
District Level,2015/2016,Q1,42,Maple Ridge-Pitt Meadows,Administrator,All,55.0,55.0,48.0,109068.0
District Level,2015/2016,Q1,42,Maple Ridge-Pitt Meadows,Administrator,Male,26.0,26.0,48.0,111482.0
District Level,2015/2016,Q1,42,Maple Ridge-Pitt Meadows,Administrator,Female,29.0,29.0,48.0,106904.0
District Level,2015/2016,Q1,42,Maple Ridge-Pitt Meadows,Educator,All,944.0,874.069,45.0,75246.0
District Level,2015/2016,Q1,42,Maple Ridge-Pitt Meadows,Educator,Male,276.0,271.508,48.0,80164.0
District Level,2015/2016,Q1,42,Maple Ridge-Pitt Meadows,Educator,Female,668.0,602.561,44.0,73312.0
District Level,2015/2016,Q1,42,Maple Ridge-Pitt Meadows,Teacher,All,889.0,819.069,45.0,73304.0
District Level,2015/2016,Q1,42,Maple Ridge-Pitt Meadows,Teacher,Male,250.0,245.508,48.0,77032.0
District Level,2015/2016,Q1,42,Maple Ridge-Pitt Meadows,Teacher,Female,639.0,573.561,44.0,71916.0
District Level,2015/2016,Q4,42,Maple Ridge-Pitt Meadows,Administrator,All,56.0,55.0286,49.0,109334.0
District Level,2015/2016,Q4,42,Maple Ridge-Pitt Meadows,Administrator,Male,27.0,27.0,49.0,112137.0
District Level,2015/2016,Q4,42,Maple Ridge-Pitt Meadows,Administrator,Female,29.0,28.0286,48.0,106725.0
District Level,2015/2016,Q4,42,Maple Ridge-Pitt Meadows,Educator,All,986.0,906.7836,44.0,74396.0
District Level,2015/2016,Q4,42,Maple Ridge-Pitt Meadows,Educator,Male,286.0,279.886,47.0,79026.0
District Level,2015/2016,Q4,42,Maple Ridge-Pitt Meadows,Educator,Female,700.0,626.8976,43.0,72559.0
District Level,2015/2016,Q4,42,Maple Ridge-Pitt Meadows,Teacher,All,930.0,851.755,44.0,72500.0
District Level,2015/2016,Q4,42,Maple Ridge-Pitt Meadows,Teacher,Male,259.0,252.886,47.0,75856.0
District Level,2015/2016,Q4,42,Maple Ridge-Pitt Meadows,Teacher,Female,671.0,598.869,43.0,71238.0
District Level,2015/2016,Q1,43,Coquitlam,Administrator,All,115.0,114.8,49.0,106113.0
District Level,2015/2016,Q1,43,Coquitlam,Administrator,Male,62.0,61.8,48.0,106770.0
District Level,2015/2016,Q1,43,Coquitlam,Administrator,Female,53.0,53.0,51.0,105345.0
District Level,2015/2016,Q1,43,Coquitlam,Educator,All,2078.0,1880.905,45.0,75872.0
District Level,2015/2016,Q1,43,Coquitlam,Educator,Male,612.0,590.989,45.0,78294.0
District Level,2015/2016,Q1,43,Coquitlam,Educator,Female,1466.0,1289.916,44.0,74853.0
District Level,2015/2016,Q1,43,Coquitlam,Teacher,All,1963.0,1766.105,44.0,74161.0
District Level,2015/2016,Q1,43,Coquitlam,Teacher,Male,550.0,529.189,45.0,75219.0
District Level,2015/2016,Q1,43,Coquitlam,Teacher,Female,1413.0,1236.916,44.0,73745.0
District Level,2015/2016,Q4,43,Coquitlam,Administrator,All,115.0,115.0,50.0,110660.0
District Level,2015/2016,Q4,43,Coquitlam,Administrator,Male,63.0,63.0,49.0,111342.0
District Level,2015/2016,Q4,43,Coquitlam,Administrator,Female,52.0,52.0,52.0,109833.0
District Level,2015/2016,Q4,43,Coquitlam,Educator,All,2161.0,1946.512,45.0,75979.0
District Level,2015/2016,Q4,43,Coquitlam,Educator,Male,625.0,604.53,46.0,78942.0
District Level,2015/2016,Q4,43,Coquitlam,Educator,Female,1536.0,1341.982,44.0,74785.0
District Level,2015/2016,Q4,43,Coquitlam,Teacher,All,2046.0,1831.512,44.0,74100.0
District Level,2015/2016,Q4,43,Coquitlam,Teacher,Male,562.0,541.53,45.0,75423.0
District Level,2015/2016,Q4,43,Coquitlam,Teacher,Female,1484.0,1289.982,44.0,73603.0
District Level,2015/2016,Q1,44,North Vancouver,Administrator,All,84.0,84.0,49.0,105709.0
District Level,2015/2016,Q1,44,North Vancouver,Administrator,Male,35.0,35.0,49.0,112523.0
District Level,2015/2016,Q1,44,North Vancouver,Administrator,Female,49.0,49.0,49.0,101557.0
District Level,2015/2016,Q1,44,North Vancouver,Educator,All,1057.0,929.995,46.0,77028.0
District Level,2015/2016,Q1,44,North Vancouver,Educator,Male,271.0,259.994,46.0,81194.0
District Level,2015/2016,Q1,44,North Vancouver,Educator,Female,786.0,670.001,45.0,75648.0
District Level,2015/2016,Q1,44,North Vancouver,Teacher,All,973.0,845.995,45.0,74425.0
District Level,2015/2016,Q1,44,North Vancouver,Teacher,Male,236.0,224.994,46.0,76652.0
District Level,2015/2016,Q1,44,North Vancouver,Teacher,Female,737.0,621.001,45.0,73733.0
District Level,2015/2016,Q4,44,North Vancouver,Administrator,All,84.0,84.0,49.0,110656.0
District Level,2015/2016,Q4,44,North Vancouver,Administrator,Male,35.0,35.0,49.0,117448.0
District Level,2015/2016,Q4,44,North Vancouver,Administrator,Female,49.0,49.0,49.0,106275.0
District Level,2015/2016,Q4,44,North Vancouver,Educator,All,1110.0,970.5515,46.0,77219.0
District Level,2015/2016,Q4,44,North Vancouver,Educator,Male,285.0,272.474,47.0,81215.0
District Level,2015/2016,Q4,44,North Vancouver,Educator,Female,825.0,698.0775,45.0,75874.0
District Level,2015/2016,Q4,44,North Vancouver,Teacher,All,1026.0,886.5515,46.0,74405.0
District Level,2015/2016,Q4,44,North Vancouver,Teacher,Male,250.0,237.474,46.0,76235.0
District Level,2015/2016,Q4,44,North Vancouver,Teacher,Female,776.0,649.0775,45.0,73827.0
District Level,2015/2016,Q1,45,West Vancouver,Administrator,All,38.0,36.6,46.0,107068.0
District Level,2015/2016,Q1,45,West Vancouver,Administrator,Male,17.0,17.0,44.0,113822.0
District Level,2015/2016,Q1,45,West Vancouver,Administrator,Female,21.0,19.6,48.0,101600.0
District Level,2015/2016,Q1,45,West Vancouver,Educator,All,505.0,453.3384,43.0,73414.0
District Level,2015/2016,Q1,45,West Vancouver,Educator,Male,145.0,137.4262,43.0,77438.0
District Level,2015/2016,Q1,45,West Vancouver,Educator,Female,360.0,315.9122,43.0,71756.0
District Level,2015/2016,Q1,45,West Vancouver,Teacher,All,467.0,416.7384,43.0,71205.0
District Level,2015/2016,Q1,45,West Vancouver,Teacher,Male,128.0,120.4262,43.0,73644.0
District Level,2015/2016,Q1,45,West Vancouver,Teacher,Female,339.0,296.3122,42.0,70250.0
District Level,2015/2016,Q4,45,West Vancouver,Administrator,All,37.0,35.6,47.0,111389.0
District Level,2015/2016,Q4,45,West Vancouver,Administrator,Male,17.0,17.0,45.0,117890.0
District Level,2015/2016,Q4,45,West Vancouver,Administrator,Female,20.0,18.6,49.0,105864.0
District Level,2015/2016,Q4,45,West Vancouver,Educator,All,432.0,392.5794,44.0,75255.0
District Level,2015/2016,Q4,45,West Vancouver,Educator,Male,130.0,124.992,44.0,79494.0
District Level,2015/2016,Q4,45,West Vancouver,Educator,Female,302.0,267.5874,43.0,73383.0
District Level,2015/2016,Q4,45,West Vancouver,Teacher,All,395.0,356.9794,43.0,72463.0
District Level,2015/2016,Q4,45,West Vancouver,Teacher,Male,113.0,107.992,44.0,74865.0
District Level,2015/2016,Q4,45,West Vancouver,Teacher,Female,282.0,248.9874,43.0,71461.0
District Level,2015/2016,Q1,46,Sunshine Coast,Administrator,All,20.0,20.0,52.0,107473.0
District Level,2015/2016,Q1,46,Sunshine Coast,Administrator,Male,,,,
District Level,2015/2016,Q1,46,Sunshine Coast,Administrator,Female,,,,
District Level,2015/2016,Q1,46,Sunshine Coast,Educator,All,245.0,219.508,47.0,73218.0
District Level,2015/2016,Q1,46,Sunshine Coast,Educator,Male,82.0,76.416,47.0,75759.0
District Level,2015/2016,Q1,46,Sunshine Coast,Educator,Female,163.0,143.092,47.0,72027.0
District Level,2015/2016,Q1,46,Sunshine Coast,Teacher,All,225.0,199.508,46.0,70573.0
District Level,2015/2016,Q1,46,Sunshine Coast,Teacher,Male,70.0,64.416,46.0,71265.0
District Level,2015/2016,Q1,46,Sunshine Coast,Teacher,Female,155.0,135.092,46.0,70279.0
District Level,2015/2016,Q4,46,Sunshine Coast,Administrator,All,22.0,21.8,53.0,112293.0
District Level,2015/2016,Q4,46,Sunshine Coast,Administrator,Male,12.0,11.8,53.0,110792.0
District Level,2015/2016,Q4,46,Sunshine Coast,Administrator,Female,10.0,10.0,52.0,114094.0
District Level,2015/2016,Q4,46,Sunshine Coast,Educator,All,256.0,226.322,47.0,73676.0
District Level,2015/2016,Q4,46,Sunshine Coast,Educator,Male,85.0,77.52,48.0,76894.0
District Level,2015/2016,Q4,46,Sunshine Coast,Educator,Female,171.0,148.802,47.0,72201.0
District Level,2015/2016,Q4,46,Sunshine Coast,Teacher,All,234.0,204.522,47.0,70609.0
District Level,2015/2016,Q4,46,Sunshine Coast,Teacher,Male,73.0,65.72,47.0,71934.0
District Level,2015/2016,Q4,46,Sunshine Coast,Teacher,Female,161.0,138.802,47.0,70053.0
District Level,2015/2016,Q1,47,qathet,Administrator,All,14.0,14.0,49.0,102156.0
District Level,2015/2016,Q1,47,qathet,Administrator,Male,,,,
District Level,2015/2016,Q1,47,qathet,Administrator,Female,,,,
District Level,2015/2016,Q1,47,qathet,Educator,All,135.0,119.795,46.0,77136.0
District Level,2015/2016,Q1,47,qathet,Educator,Male,45.0,42.225,48.0,81183.0
District Level,2015/2016,Q1,47,qathet,Educator,Female,90.0,77.57,44.0,75299.0
District Level,2015/2016,Q1,47,qathet,Teacher,All,121.0,105.795,45.0,72909.0
District Level,2015/2016,Q1,47,qathet,Teacher,Male,38.0,35.225,47.0,74963.0
District Level,2015/2016,Q1,47,qathet,Teacher,Female,83.0,70.57,44.0,72040.0
District Level,2015/2016,Q4,47,qathet,Administrator,All,14.0,14.0,49.0,106267.0
District Level,2015/2016,Q4,47,qathet,Administrator,Male,,,,
District Level,2015/2016,Q4,47,qathet,Administrator,Female,,,,
District Level,2015/2016,Q4,47,qathet,Educator,All,141.0,125.52,45.0,76090.0
District Level,2015/2016,Q4,47,qathet,Educator,Male,48.0,44.2,47.0,78426.0
District Level,2015/2016,Q4,47,qathet,Educator,Female,93.0,81.32,45.0,74921.0
District Level,2015/2016,Q4,47,qathet,Teacher,All,127.0,111.52,45.0,71779.0
District Level,2015/2016,Q4,47,qathet,Teacher,Male,41.0,37.2,46.0,72665.0
District Level,2015/2016,Q4,47,qathet,Teacher,Female,86.0,74.32,44.0,71347.0
District Level,2015/2016,Q1,48,Sea To Sky,Administrator,All,28.0,27.5,48.0,108973.0
District Level,2015/2016,Q1,48,Sea To Sky,Administrator,Male,,,,
District Level,2015/2016,Q1,48,Sea To Sky,Administrator,Female,,,,
District Level,2015/2016,Q1,48,Sea To Sky,Educator,All,320.0,284.0396,44.0,75139.0
District Level,2015/2016,Q1,48,Sea To Sky,Educator,Male,68.0,61.801,45.0,77404.0
District Level,2015/2016,Q1,48,Sea To Sky,Educator,Female,252.0,222.2386,44.0,74556.0
District Level,2015/2016,Q1,48,Sea To Sky,Teacher,All,292.0,256.5396,44.0,72295.0
District Level,2015/2016,Q1,48,Sea To Sky,Teacher,Male,59.0,52.801,45.0,73720.0
District Level,2015/2016,Q1,48,Sea To Sky,Teacher,Female,233.0,203.7386,44.0,71949.0
District Level,2015/2016,Q4,48,Sea To Sky,Administrator,All,29.0,29.0,47.0,107880.0
District Level,2015/2016,Q4,48,Sea To Sky,Administrator,Male,,,,
District Level,2015/2016,Q4,48,Sea To Sky,Administrator,Female,,,,
District Level,2015/2016,Q4,48,Sea To Sky,Educator,All,344.0,308.2326,44.0,75505.0
District Level,2015/2016,Q4,48,Sea To Sky,Educator,Male,74.0,67.41,45.0,77455.0
District Level,2015/2016,Q4,48,Sea To Sky,Educator,Female,270.0,240.8226,44.0,75006.0
District Level,2015/2016,Q4,48,Sea To Sky,Teacher,All,315.0,279.2326,44.0,72925.0
District Level,2015/2016,Q4,48,Sea To Sky,Teacher,Male,65.0,58.41,46.0,73585.0
District Level,2015/2016,Q4,48,Sea To Sky,Teacher,Female,250.0,220.8226,44.0,72766.0
District Level,2015/2016,Q1,49,Central Coast,Administrator,All,,,,
District Level,2015/2016,Q1,49,Central Coast,Administrator,Male,,,,
District Level,2015/2016,Q1,49,Central Coast,Administrator,Female,,,,
District Level,2015/2016,Q1,49,Central Coast,Educator,All,28.0,24.8,48.0,78846.0
District Level,2015/2016,Q1,49,Central Coast,Educator,Male,11.0,9.8,47.0,76070.0
District Level,2015/2016,Q1,49,Central Coast,Educator,Female,17.0,15.0,49.0,80650.0
District Level,2015/2016,Q1,49,Central Coast,Teacher,All,21.0,17.8,48.0,69388.0
District Level,2015/2016,Q1,49,Central Coast,Teacher,Male,,,,
District Level,2015/2016,Q1,49,Central Coast,Teacher,Female,,,,
District Level,2015/2016,Q4,49,Central Coast,Administrator,All,,,,
District Level,2015/2016,Q4,49,Central Coast,Administrator,Male,,,,
District Level,2015/2016,Q4,49,Central Coast,Administrator,Female,,,,
District Level,2015/2016,Q4,49,Central Coast,Educator,All,31.0,27.0,50.0,79013.0
District Level,2015/2016,Q4,49,Central Coast,Educator,Male,12.0,10.8,47.0,77482.0
District Level,2015/2016,Q4,49,Central Coast,Educator,Female,19.0,16.2,52.0,79987.0
District Level,2015/2016,Q4,49,Central Coast,Teacher,All,25.0,21.0,50.0,70615.0
District Level,2015/2016,Q4,49,Central Coast,Teacher,Male,,,,
District Level,2015/2016,Q4,49,Central Coast,Teacher,Female,,,,
District Level,2015/2016,Q1,50,Haida Gwaii,Administrator,All,,,,
District Level,2015/2016,Q1,50,Haida Gwaii,Administrator,Male,,,,
District Level,2015/2016,Q1,50,Haida Gwaii,Administrator,Female,,,,
District Level,2015/2016,Q1,50,Haida Gwaii,Educator,All,60.0,53.942,44.0,75674.0
District Level,2015/2016,Q1,50,Haida Gwaii,Educator,Male,24.0,22.057,45.0,78967.0
District Level,2015/2016,Q1,50,Haida Gwaii,Educator,Female,36.0,31.885,44.0,73616.0
District Level,2015/2016,Q1,50,Haida Gwaii,Teacher,All,52.0,45.942,45.0,71614.0
District Level,2015/2016,Q1,50,Haida Gwaii,Teacher,Male,21.0,19.057,46.0,74381.0
District Level,2015/2016,Q1,50,Haida Gwaii,Teacher,Female,31.0,26.885,44.0,69875.0
District Level,2015/2016,Q4,50,Haida Gwaii,Administrator,All,,,,
District Level,2015/2016,Q4,50,Haida Gwaii,Administrator,Male,,,,
District Level,2015/2016,Q4,50,Haida Gwaii,Administrator,Female,,,,
District Level,2015/2016,Q4,50,Haida Gwaii,Educator,All,60.0,53.281,45.0,76887.0
District Level,2015/2016,Q4,50,Haida Gwaii,Educator,Male,25.0,22.486,46.0,79823.0
District Level,2015/2016,Q4,50,Haida Gwaii,Educator,Female,35.0,30.795,44.0,74929.0
District Level,2015/2016,Q4,50,Haida Gwaii,Teacher,All,52.0,45.281,45.0,72565.0
District Level,2015/2016,Q4,50,Haida Gwaii,Teacher,Male,22.0,19.486,46.0,75183.0
District Level,2015/2016,Q4,50,Haida Gwaii,Teacher,Female,30.0,25.795,44.0,70794.0
District Level,2015/2016,Q1,51,Boundary,Administrator,All,11.0,11.0,49.0,101489.0
District Level,2015/2016,Q1,51,Boundary,Administrator,Male,,,,
District Level,2015/2016,Q1,51,Boundary,Administrator,Female,,,,
District Level,2015/2016,Q1,51,Boundary,Educator,All,101.0,92.5834,46.0,74193.0
District Level,2015/2016,Q1,51,Boundary,Educator,Male,34.0,32.5854,43.0,78122.0
District Level,2015/2016,Q1,51,Boundary,Educator,Female,67.0,59.998,47.0,72339.0
District Level,2015/2016,Q1,51,Boundary,Teacher,All,90.0,81.5834,45.0,70395.0
District Level,2015/2016,Q1,51,Boundary,Teacher,Male,26.0,24.5854,40.0,66912.0
District Level,2015/2016,Q1,51,Boundary,Teacher,Female,64.0,56.998,47.0,71570.0
District Level,2015/2016,Q4,51,Boundary,Administrator,All,11.0,11.0,49.0,105312.0
District Level,2015/2016,Q4,51,Boundary,Administrator,Male,,,,
District Level,2015/2016,Q4,51,Boundary,Administrator,Female,,,,
District Level,2015/2016,Q4,51,Boundary,Educator,All,102.0,94.3906,46.0,74332.0
District Level,2015/2016,Q4,51,Boundary,Educator,Male,35.0,33.8925,43.0,78363.0
District Level,2015/2016,Q4,51,Boundary,Educator,Female,67.0,60.4981,47.0,72270.0
District Level,2015/2016,Q4,51,Boundary,Teacher,All,91.0,83.3906,45.0,70095.0
District Level,2015/2016,Q4,51,Boundary,Teacher,Male,27.0,25.8925,41.0,66748.0
District Level,2015/2016,Q4,51,Boundary,Teacher,Female,64.0,57.4981,47.0,71355.0
District Level,2015/2016,Q1,52,Prince Rupert,Administrator,All,19.0,19.0,50.0,105325.0
District Level,2015/2016,Q1,52,Prince Rupert,Administrator,Male,,,,
District Level,2015/2016,Q1,52,Prince Rupert,Administrator,Female,,,,
District Level,2015/2016,Q1,52,Prince Rupert,Educator,All,164.0,158.8496,47.0,75780.0
District Level,2015/2016,Q1,52,Prince Rupert,Educator,Male,42.0,41.1571,47.0,76850.0
District Level,2015/2016,Q1,52,Prince Rupert,Educator,Female,122.0,117.6925,47.0,75410.0
District Level,2015/2016,Q1,52,Prince Rupert,Teacher,All,145.0,139.8496,47.0,71968.0
District Level,2015/2016,Q1,52,Prince Rupert,Teacher,Male,37.0,36.1571,47.0,72493.0
District Level,2015/2016,Q1,52,Prince Rupert,Teacher,Female,108.0,103.6925,47.0,71792.0
District Level,2015/2016,Q4,52,Prince Rupert,Administrator,All,21.0,21.0,49.0,108207.0
District Level,2015/2016,Q4,52,Prince Rupert,Administrator,Male,,,,
District Level,2015/2016,Q4,52,Prince Rupert,Administrator,Female,,,,
District Level,2015/2016,Q4,52,Prince Rupert,Educator,All,171.0,164.5547,47.0,77098.0
District Level,2015/2016,Q4,52,Prince Rupert,Educator,Male,42.0,40.9571,47.0,78286.0
District Level,2015/2016,Q4,52,Prince Rupert,Educator,Female,129.0,123.5976,47.0,76714.0
District Level,2015/2016,Q4,52,Prince Rupert,Teacher,All,150.0,143.5547,47.0,72767.0
District Level,2015/2016,Q4,52,Prince Rupert,Teacher,Male,37.0,35.9571,46.0,73388.0
District Level,2015/2016,Q4,52,Prince Rupert,Teacher,Female,113.0,107.5976,47.0,72570.0
District Level,2015/2016,Q1,53,Okanagan Similkameen,Administrator,All,17.0,17.0,48.0,101319.0
District Level,2015/2016,Q1,53,Okanagan Similkameen,Administrator,Male,,,,
District Level,2015/2016,Q1,53,Okanagan Similkameen,Administrator,Female,,,,
District Level,2015/2016,Q1,53,Okanagan Similkameen,Educator,All,162.0,150.921,45.0,75842.0
District Level,2015/2016,Q1,53,Okanagan Similkameen,Educator,Male,54.0,51.714,45.0,78386.0
District Level,2015/2016,Q1,53,Okanagan Similkameen,Educator,Female,108.0,99.207,46.0,74470.0
District Level,2015/2016,Q1,53,Okanagan Similkameen,Teacher,All,145.0,133.921,45.0,72778.0
District Level,2015/2016,Q1,53,Okanagan Similkameen,Teacher,Male,45.0,42.714,44.0,73884.0
District Level,2015/2016,Q1,53,Okanagan Similkameen,Teacher,Female,100.0,91.207,45.0,72251.0
District Level,2015/2016,Q4,53,Okanagan Similkameen,Administrator,All,17.0,17.0,48.0,105412.0
District Level,2015/2016,Q4,53,Okanagan Similkameen,Administrator,Male,,,,
District Level,2015/2016,Q4,53,Okanagan Similkameen,Administrator,Female,,,,
District Level,2015/2016,Q4,53,Okanagan Similkameen,Educator,All,168.0,155.215,45.0,75310.0
District Level,2015/2016,Q4,53,Okanagan Similkameen,Educator,Male,55.0,52.064,46.0,79763.0
District Level,2015/2016,Q4,53,Okanagan Similkameen,Educator,Female,113.0,103.151,45.0,72991.0
District Level,2015/2016,Q4,53,Okanagan Similkameen,Teacher,All,151.0,138.215,45.0,71843.0
District Level,2015/2016,Q4,53,Okanagan Similkameen,Teacher,Male,46.0,43.064,45.0,74790.0
District Level,2015/2016,Q4,53,Okanagan Similkameen,Teacher,Female,105.0,95.151,44.0,70487.0
District Level,2015/2016,Q1,54,Bulkley Valley,Administrator,All,18.0,18.0,47.0,102757.0
District Level,2015/2016,Q1,54,Bulkley Valley,Administrator,Male,,,,
District Level,2015/2016,Q1,54,Bulkley Valley,Administrator,Female,,,,
District Level,2015/2016,Q1,54,Bulkley Valley,Educator,All,145.0,134.2523,46.0,74829.0
District Level,2015/2016,Q1,54,Bulkley Valley,Educator,Male,42.0,40.6391,44.0,78523.0
District Level,2015/2016,Q1,54,Bulkley Valley,Educator,Female,103.0,93.6132,46.0,73428.0
District Level,2015/2016,Q1,54,Bulkley Valley,Teacher,All,127.0,116.2523,45.0,71289.0
District Level,2015/2016,Q1,54,Bulkley Valley,Teacher,Male,33.0,31.6391,44.0,71085.0
District Level,2015/2016,Q1,54,Bulkley Valley,Teacher,Female,94.0,84.6132,46.0,71356.0
District Level,2015/2016,Q4,54,Bulkley Valley,Administrator,All,17.0,17.0,49.0,106423.0
District Level,2015/2016,Q4,54,Bulkley Valley,Administrator,Male,,,,
District Level,2015/2016,Q4,54,Bulkley Valley,Administrator,Female,,,,
District Level,2015/2016,Q4,54,Bulkley Valley,Educator,All,144.0,132.9952,46.0,76298.0
District Level,2015/2016,Q4,54,Bulkley Valley,Educator,Male,40.0,38.782,45.0,79381.0
District Level,2015/2016,Q4,54,Bulkley Valley,Educator,Female,104.0,94.2132,47.0,75156.0
District Level,2015/2016,Q4,54,Bulkley Valley,Teacher,All,127.0,115.9952,46.0,72692.0
District Level,2015/2016,Q4,54,Bulkley Valley,Teacher,Male,32.0,30.782,44.0,72070.0
District Level,2015/2016,Q4,54,Bulkley Valley,Teacher,Female,95.0,85.2132,46.0,72896.0
District Level,2015/2016,Q1,57,Prince George,Administrator,All,65.0,65.2987,48.0,100999.0
District Level,2015/2016,Q1,57,Prince George,Administrator,Male,27.0,27.0,50.0,104874.0
District Level,2015/2016,Q1,57,Prince George,Administrator,Female,38.0,38.2987,48.0,98287.0
District Level,2015/2016,Q1,57,Prince George,Educator,All,825.0,786.9077,43.0,71853.0
District Level,2015/2016,Q1,57,Prince George,Educator,Male,233.0,226.5977,44.0,74575.0
District Level,2015/2016,Q1,57,Prince George,Educator,Female,592.0,560.31,43.0,70861.0
District Level,2015/2016,Q1,57,Prince George,Teacher,All,760.0,721.609,43.0,69769.0
District Level,2015/2016,Q1,57,Prince George,Teacher,Male,206.0,199.5977,43.0,71098.0
District Level,2015/2016,Q1,57,Prince George,Teacher,Female,554.0,522.0113,43.0,69310.0
District Level,2015/2016,Q4,57,Prince George,Administrator,All,66.0,66.0,50.0,104759.0
District Level,2015/2016,Q4,57,Prince George,Administrator,Male,27.0,27.0,51.0,108375.0
District Level,2015/2016,Q4,57,Prince George,Administrator,Female,39.0,39.0,49.0,102138.0
District Level,2015/2016,Q4,57,Prince George,Educator,All,893.0,852.135,44.0,73010.0
